"あに",兄,"Older Brother",vocabulary
"かわ",皮,"Skin",vocabulary
"まぜる",交ぜる,"To Mix",vocabulary
"たいかい",大会,"Convention",vocabulary
"あう",会う,"To Meet",vocabulary
"ひかり",光,"Light",vocabulary
"こうねん",光年,"Light Year",vocabulary
"げっこう",月光,"Moonlight",vocabulary
"にっこう",日光,"Sunlight",vocabulary
"おなじ",同じ,"Same",vocabulary
"どうじつ",同日,"Same Day",vocabulary
"かい",〜回,"Times",vocabulary
"まわる",回る,"To Revolve",vocabulary
"いっかい",一回,"One Time",vocabulary
"こんかい",今回,"This Time",vocabulary
"まいかい",毎回,"Every Time",vocabulary
"おおい",多い,"Many",vocabulary
"たぶん",多分,"Maybe",vocabulary
"あたる",当たる,"To Be Right",vocabulary
"あたり",当たり,"A Success",vocabulary
"まいつき",毎月,"Every Month",vocabulary
"まいにち",毎日,"Every Day",vocabulary
"まいとし",毎年,"Every Year",vocabulary
"こめ",米,"Rice",vocabulary
"はね",羽,"Feathers",vocabulary
"かんがえる",考える,"To Think About",vocabulary
"にく",肉,"Meat",vocabulary
"ぎゅうにく",牛肉,"Beef",vocabulary
"ひにく",皮肉,"Irony",vocabulary
"じぶん",自分,"Oneself",vocabulary
"じりつ",自立,"Independence",vocabulary
"いろ",色,"Color",vocabulary
"いろいろ",色々,"Various",vocabulary
"みずいろ",水色,"Sky Blue",vocabulary
"いく",行く,"To Go",vocabulary
"おこなう",行う,"To Carry Out",vocabulary
"ゆき",行き,"Train Direction",vocabulary
"にし",西,"West",vocabulary
"ほくせい",北西,"Northwest",vocabulary
"なんぜん",何千,"Thousands",vocabulary
"なに",何,"What",vocabulary
"なんにん",何人,"How Many People",vocabulary
"なんがつ",何月,"What Month",vocabulary
"なんにち",何日,"How Many Days",vocabulary
"なんねん",何年,"What Year",vocabulary
"なんかい",何回,"How Many Times",vocabulary
"まなぶ",学ぶ,"To Learn",vocabulary
"がくせい",学生,"Student",vocabulary
"がくねん",学年,"School Grade",vocabulary
"にゅうがく",入学,"School Admission",vocabulary
"こうがく",工学,"Engineering",vocabulary
"だいがく",大学,"University",vocabulary
"きゅうがく",休学,"Absent From School",vocabulary
"はやし",林,"Forest",vocabulary
"くうき",空気,"Air",vocabulary
"そら",空,"Sky",vocabulary
"きん",金,"Gold",vocabulary
"きんたま",金玉,"Testicles",vocabulary
"おかね",お金,"Money",vocabulary
"あめ",雨,"Rain",vocabulary
"あおい",青い,"Blue",vocabulary
"せいねん",青年,"Youth",vocabulary
"くさ",草,"Grass",vocabulary
"おと",音,"Sound",vocabulary
"つくる",作る,"To Make",vocabulary
"からだ",体,"Body",vocabulary
"たいりょく",体力,"Physical Strength",vocabulary
"たいない",体内,"Internal",vocabulary
"さくぶん",作文,"Composition",vocabulary
"さよう",作用,"Action",vocabulary
"こうさく",工作,"Handicraft",vocabulary
"たいさく",大作,"An Epic",vocabulary
"ず",図,"Diagram",vocabulary
"こえ",声,"Voice",vocabulary
"おおごえ",大声,"Large Voice",vocabulary
"おとうと",弟,"Younger Brother",vocabulary
"きょうだい",兄弟,"Brothers",vocabulary
"くる",来る,"To Come",vocabulary
"らいげつ",来月,"Next Month",vocabulary
"らいねん",来年,"Next Year",vocabulary
"こらい",古来,"Ancient",vocabulary
"がいらい",外来,"Imported",vocabulary
"ねんらい",〜年来,"For Some Years",vocabulary
"しゃない",社内,"Within The Company",vocabulary
"にゅうしゃ",入社,"Joining A Company",vocabulary
"こうしゃ",公社,"Public Corporation",vocabulary
"ほんしゃ",本社,"Headquarters",vocabulary
"かいしゃ",会社,"Company",vocabulary
"かく",角,"Angle",vocabulary
"さんかく",三角,"Triangle",vocabulary
"しかく",四角,"Square",vocabulary
"いう",言う,"To Say",vocabulary
"たに",谷,"Valley",vocabulary
"はしる",走る,"To Run",vocabulary
"そうこう",走行,"Traveling",vocabulary
"ちかい",近い,"Close",vocabulary
"きんじつ",近日,"Soon",vocabulary
"きんねん",近年,"Recent Years",vocabulary
"むぎ",麦,"Wheat",vocabulary
"おとこのこ",男の子,"Boy",vocabulary
"けむし",毛虫,"Caterpillar",vocabulary
"したまち",下町,"Downtown",vocabulary
"おとこのひと",男の人,"Man",vocabulary
"いままで",今まで,"Until Now",vocabulary
"けいと",毛糸,"Wool Yarn",vocabulary
"いますぐ",今すぐ,"At Once",vocabulary
"さと",里,"Hometown",vocabulary
"さとごころ",里心,"Homesick",vocabulary
"ひろがる",広がる,"To Spread Out",vocabulary
"ほんとう",本当,"Reality",vocabulary
"くうしゃ",空車,"Open Taxi",vocabulary
"ばんにん",万人,"All People",vocabulary
"かい",会,"Meeting",vocabulary
"こうこがく",考古学,"Archeology",vocabulary
"いっしょう",一生,"Whole Life",vocabulary
"しぐさ",仕草,"Action",vocabulary
"はえる",生える,"To Grow",vocabulary
"けい",〜形,"Form",vocabulary
"がいこう",外交,"Diplomacy",vocabulary
"うまれ",生まれ,"Birthplace",vocabulary
"だいたい",大体,"General",vocabulary
"ぶんがく",文学,"Literature",vocabulary
"ほんらい",本来,"Originally",vocabulary
"きん",〜斤,"Bread Loaf Counter",vocabulary
